MEDIAORGID	MEDIAORG	LOGONAME1
13712	Jornal North News	MC13712s-NorthNews.jpg
13715	The Voice of Ontario's Engineering Profession	MC13715s-Voice.jpg
13734	What Makes You Happy	MC13734s-Happy.jpg
13735	Photo News	MC13735s-PhotoNews.jpg
13736	Design Lines	MC13736s-DesignLines.jpg
13737	Ryerson Free Press	MC13737s-RyersonFree.jpg
13738	Wiadomosci	MC13738s-Wiadomosci.jpg
13740	Dandyhorse	MC13740s-Dandyhorse.jpg
13744	The Event	MC13744s-Event.jpg
13748	Solidaire	MC13748s-Solidaire.jpg
13749	Leftward	MC13749s-Leftward.jpg
13929	The Bi-Monthly	MC13929s-BiMonthly.jpg
13989	Open Road	MC12602s-OpenRoad.jpg
14006	Other Voices: The Connexions Newsletter	CxFlagLogo1.gif
14034	Two Row Times	MC14034s-TwoRowTimes.jpg
14057	The Australasian & American Naturist	MC14057s-AANaturist.jpg
14058	Humana	MC14058s-Humana.jpg
14059	KamaKala	MC14059s-KamaKala.jpg
14060	New Zealand Naturist	MC14060s-NZNaturist.jpg
14061	Nude Living	MC14061s-NudeLiving.jpg
14062	Ottawa Sun	MC14062s-OttawaSun.jpg
14063	Sunny Day Naturists	MC14063s-SunnyNaturists.jpg
14064	The Leisure Nudist Life	MC14064s-LeisureNudistLife.jpg
14082	Thunder Bay Experience	MC14082s-ThunderBayExp.jpg
14083	Niagara Escarpment Views	MC14083s-NiagaraEscarp.jpg
14084	Walleye	MC14084s-Walleye.jpg
14085	The NAN Advocate	MC14085s-NANAdvocate.jpg
14086	Maamwi Naadamadaa News	MC14086s-Maamwi.jpg
