REFID	TITLE	SUBTITLE	AUTHORS	COVER	YEAR1STPUB
16899	Meeting the Expectations of the Land	Essays in Sustainable Agriculture and Stewardship	Jackson, Wes; Berry, Wendell	BC16899-MeetingExpectation.jpg	1984
16901	Mein Kampf		Hitler, Adolf	BC16901s-MeinKampf.jpg	1924
16903	Memory		Hunter, Ian M.L.	BC16903s-Memory.jpg	1957
16904	Men in Love	Men's Sexual Fantasies: The Triumph of Love Over Rage	Friday, Nancy	BC16904s-MeninLove.jpg	1981
16908	Mental Illness and Social Processes		Scheff, Thomas J. (ed.)	BC16908s-MentalIlness.jpg	1967
16910	The Merry Adventures of Robin Hood		Pyle, Howard	BC16910s-RobinHood.jpg	
16923	The Million Dollar Sale	How to get to the top decision makers and close the big sale	Gardner, Patricia	BC16923-MillionSale.jpg	2005
16924	The Mind in The Martial Arts	A Key to Winning	Nardi, Thomas J.	BC16924s-MindMartialArts.jpg	1980
16925	Mind the Doors, Please!	The story of Toronto and its streetcars	Partridge, Larry	BC16925s-MindtheDoors.jpg	1949
16929	The Mirror of Production		Baudrillard, Jean	BC16929s-MirrorOfProduction.jpg	1975
16934	The Missing Political Party		Beder, E.A.	BC16934s-MissingPoliticalParty.jpg	1972
16936	Mit der Kamera auf du		Spoerl, Alexander	BC16936-KameraAufDu.jpg	1957
16940	The Modern Researcher		Barzun, Jacques; Graff, Henry F.	BC16940-ModernResearcher.jpg	1957
16941	Modernes Grosstadtelend		Ube, Johann	BC16941s-ModernesElend.jpg	
16943	Money and Rain: Tom Wayman Live!		Wayman, Tom	BC16943s-MoneyAndRain.jpg	
16946	Monopoly Capital	An essay on American economic and social order	Baran, Paul A.; Sweezy, Paul M.	BC16946s-MonopolyCapital.jpg	1966
16947	Montage: John Heartfield	Vom Club Dada zur Arbeiter-Illustrierten Zeitung - Dokumente - Analysen - Berichte	Siepman, Eckhard	BC16947-JohnHeartfield.jpg	1977
16950	The Moral Ambiguity of America	The Massey Lectures for 1966	Goodman, Paul	bc16950s-MoralAmbiguity.jpg	1967
16953	More Exploits of Sherlock Holmes		Conan Doyle, Adrian; Dickson Carr, John	BC15781s-MoreExploits.jpg	1954
16954	More HeartSmart Cooking		Stern, Bonnie	BC16954s-MoreHeartSmart.jpg	1997
16957	More Toronto Sketches	The Way We Were	Filey, Mike	BC16957s-TorontoSketches.jpg	1993
16958	The Morningside World of Stuart McLean		McLean, Stuart	BC16958-StuartMcLean.jpg	1989
16963	The Movies		Griffith, Richard; Mayer, Arthur	BC16963s-Movies.jpg	1957
16998	Much Depends on Dinner	The Extraordinary History and Mythology, Allure and Obsessions, Perils and Taboos, of an Ordinary Meal.	Visser, Margaret	BC16998s-MuchDepends.jpg	1986
17002	Munchhausen		Uhlig, Heinrich (newbearbeitet von)	BC17002s-Munchhausen.jpg	
17005	The Murder of Christ		Reich, Wilhelm	BC17005s-MurderOfChrist.jpg	1951
17006	Murder on the Run		Sale, Medora	BC17006s-MurderOn.jpg	1986
17007	Muscle & Blood	The Massive, Hidden Agony of Industrial Slaughter in America	Scott, Rachel	BC17007s-Muscle&Blood.jpg	1974
17013	Mussolini		Hibbert, Christopher	BC17013s-Mussolini.jpg	1972
17021	The Mysterious Strangers and Other Stories		Twain, Mark	BC17021s-MysteriousStranger.jpg	
17022	Mysticism and Logic		Russell, Bertrand	BC17022s-MysticismLogic.jpg	1910
17024	Naked is the Best Disguise	My Life as a Stripper	Lewin, Lauri	BC17024s-NakedIsBest.jpg	1986
17027	Nathan der Weise		Lessing, G. E.	BC17027s-NathanWeise.jpg	
17029	National Audubon Society Field Guide to North American Weather		Ludlum, David M.	BC17029s-Weather.jpg	1991
17032	The National Dream & The Last Spike		Berton, Pierre	BC17032s-NationalDream.jpg	1974
17038	The Nationalization of the Masses		Mosse, G.	BC17038s-NationalizationMasses.jpg	1975
17048	The Natural Superiority of Women		Montagu, Ashley	BC17048s-NaturalSuperorityWomen.jpg	1970
17054	Nature Bound	Pocket Field Guide	Dawson, Ron	BC17054s-NatureBound.jpg	1985
17055	The Nature Handbook	A Guide to Observing The Great Outdoors	H. Williams, Jr, Ernest	BC17055-NatureHandbook.jpg	2005
17056	Nature Hikes	Near-Toronto Trails and Adventures	Eagleson, Janet	BC17056s-NatureHikes.jpg	2000
17057	Nature, Man and Woman		Watts, Alan W.	BC17057s-NatureManWoman.jpg	1958
17058	The Nature of North America	A Handbook to The Continent. Rocks, Plants and Animals	Rockwell, David	BC17058-NatureNorthAmerica.jpg	1998
17065	Net Crimes and Misdemeanors	Outmaneuvering the Spammers, Swindlers, and Stalkers Who are Targeting You Online	Hitchcock, J.A.	BC17065s-NetCrimes.jpg	2002
17068	Never Again!	The hows and whys of stopping Fascism	Sparks, Colin	BC17068s-NeverAgain.jpg	1980
17069	Never Cry Wolf		Mowat, Farley	BC17069s-NeverCryWolf.jpg	1963
17074	The New Cambridge Modern History Atlas		Darby, H.C.	BC17074-HistoryAtlas.jpg	
17075	New Canadian Quotations		Colombo, John Robert	BC17075s-NewCanadianQuotations.jpg	1987
17076	The New Consciousness Sourcebook	Spiritual Community Guide #5		BC17076s-NewConsciousness.jpg	
17081	The New Encyclopedia of Photography		Edwards, Mark	BC17081-PhotoEncy.jpg	1985
17082	The New Field Book of Freshwater Life	The most comprehensive guide to the recognition and study of the aquatic plants and animals of North America north of Mexico	Klots, Elsie B.	BC17082-FreshwaterLife.jpg	1966
17085	New Hart's Rules	The handbook of style for writers and editors	Ritter, R.M.	BC17085s-NewHartsRules.jpg	2002
17086	A New History of Leviathan	Essays on the Rise of the American Corporate State	Radosh, Ronald; Rothbard, Murray N.	BC17086s-NewHistoryLeviathan.jpg	1972
17087	The New Industrial State		Galbnraith, John Kenneth	BC17087s-NewIndustrialState.jpg	1967
17091	New Programme 1969			BC17091s-Programme1969.jpg	1969
17093	New Reformation	Notes of a Neolithic Conservative	Goodman, Paul	BC17093-NewReformation.jpg	1969
17094	The New Refugees	American Voices in Canada	Christy, Jim	BC17094s-NewRefugees.jpg	1972
17097	New Traps in the Chess Opening		Horowitn, Al	BC17097s-NewTraps.jpg	1964
17105	The New Yorker Book of Literary Cartoons		Mankoff, Bob (ed.)	BC17105s-NewYorkerLiterary.jpg	2000
17106	Newfoundland	Our Province	Manuel, Edith M.	BC17106s-Newfoundland.jpg	1949
17110	Nietzsche	Philosopher, Psychologist, Antichrist	Kaufmann, Walter	BC17110s-Nietzsche.jpg	1950
17111	Nine Stories		Salinger, J.D.	BC17111s-NineStories.jpg	1953
17113	Nineteen Eighty-Four		Orwell, George	BC17113-NineteenEighty.jpg	1949
17115	1983 Nudist Park Guide			BC17115s-NudistParkGuide.jpg	1966
17117	1905		Trotsky, Leon	BC17117s-Trotksy-1905.jpg	1922
17120	1999 Canadian Internet New User's Handbook		Caroll, Jim; Broadhead, Rick	BC17120-NewUser.jpg	1998
17134	Nonbook Materials	The Organization of Integrated Collections	Weihs, Jean Riddle; Lewis, Shirley; Macdonald, Janet	BC17134s-NonbookMaterials.jpg	
17135	Non-Flowering Plants	Ferns, Mosses, Lichens, Mushrooms and Other Fungi	Shuttleworth, Floyd S.; Zim, Herbert S.	BC17135s-NonFlowering.jpg	1967
17136	Nonviolence for Elfin Spirits		Ross, Jack	BC17136s-NonviolenceForElfin.jpg	1992
17137	Norma Jean	The Life of Marilyn Monroe	Guiles, Fred Lawrence	BC17137s-NormaJean.jpg	1969
17141	Not in God's Image	Women in History from the Greeks to the Victorians	O'Faolain, Julia; Martines, Lauro	BC17141s-NotingodsImage.jpg	1973
17144	Notebook of an Agitator		Cannon, James P.	BC17144s-NotebookAgitator.jpg	1958
17145	The Notebooks of Don Rigoberto		Vargas Llosa, Mario	BC17145s-NotebooksRigoberto.jpg	1977
17161	Notes on Design for Desktop Publishing		Logan, Margaret; Sommerville, Tom	BC17161-DesktopPublishers.jpg	1987
17230	The Nuremberg Rallies		Wykes, Alan	BC17230s-NurembergRallies.jpg	1970
17231	Nuremberg Trials	Ballantine's Illustratrd History of the Violent Century Politics in Action No. 8	Kahn, Leo	BC17231s-NurembergTrials.jpg	1972
17238	Oak Ridges Moraine		STORM Coalition	BC17238s-Moraine.jpg	1997
17242	Odysseus Ever Returning	Essays on Canadian writers and writings	Woodcock, George	BC17242-Odysseus.jpg	1970
17243	The Odyssey		Homer	BC17243s-Odyssey.jpg	1965
17251	Okologischer Stadtf#hrer K÷ln			BC17251-Okologischer.jpg	2000
17258	The Olympia Reader	Selections from the Traveller's Companion Series	Girodias, Maurice	BC17258s-OlympiaReader.jpg	1965
17261	On Becoming a Counselor	A Basic Guide for Nonprofessional Counselors and Other Helpers	Kennedy, Eugene; Charles, Sara C.	BC17261s-BecomingACounsellor.jpg	1977
17262	On Becoming a Person		Rogers, Carl R.	BC17262s-OneBecoming.jpg	1961
17268	On Method Acting		Easty, Edward Dwight	BC17268s-OnMethodActing.jpg	1966
17270	On Revolution		Arendt, Hannah	BC17270s-OnRevolution.jpg	1963
17275	On the Beam	Highroads to reading Book 6	Watson, Stanley (Ed.)	BC17275s-OntheBeam.jpg	
17284	On the Trade Unions		Trotsky, Leon	BC17284s-OnTradeUnion.jpg	1931
17290	On Your Own in the Wilderness		Angier, Bradford	BC17290-Wilderness.jpg	1976
17291	Once When I Was Drowning		Pittman, Al	BC17291s-OnceWhenIWas.jpg	1978
17294	One-Dimensional Man		Marcuse, Herbert	BC17294s-OneDimMan.jpg	1964
17295	One Europe - 100 Nations		Pedersen, Roy. N.	BC17295-OneEurope.jpg	1992
17298	131 Magic Tricks for Amateurs		Dexter, Will	BC17298s-131Magic.jpg	
17299	100 Eier des Kolumbus		Niese, Dr. G.	BC17299s-100Eier.jpg	
17304	1001 Ways to Checkmate		Reinfeld, Fred	BC17304s-WaystoCheckmate.jpg	
17305	1000 Nudes	Uwe Scheid Collection	Scheid, Uwe; Koetzle, Michael	BC17305-Nudes.jpg	1994
17310	Only Connect	On Culture and Communication	Hoggart, Richard	BC17310-OnlyConnect.jpg	1972
17315	Ontario Motor League Road Book	1960-1961		BC17315-RoadBook.jpg	1960
17316	Ontario Road Map & City Plan Guide			BC17316-Ontario.jpg	
17317	Ontario's Amazing Museums	A Guide to Ontario's Most INteresting and Unusual Museums, Archives, Education Centres, and Collecti	Pine, Julia	BC17317-AmazingMuseums.jpg	1994
17323	An Opposing Man	The Autobiography of a Romantic Revolutionary	Fischer, Ernst	BC17323-OpposingMan.jpg	1969
17332	Organize Yourself!		Eisenberg, Ronnie	BC17332-OrganizeYourself.jpg	1986
17334	Organizing Manual			BC17334-OrganizingManual.jpg	1976
17337	The Original Canadian City Dweller's Almanac	Facts, Rants, Anecdotes and Unsupported Assertions for Urban Residents	Niedzviecki, Hal; Werschler-Henry, Darren	BC17337-CityDwellers.jpg	2002
17341	The Origins of the Second World War		Taylor, A. J. P.	BC17341s-OriginsOfSecond.jpg	1961
17342	The Origins of Totalitarianism		Arendt, Hannah	BC17342s-OriginsTotalitarianism.jpg	1958
17346	The Other Guide to Toronto	Opening the Door to Green Tourism		BC17346-OtherToronto.jpg	2000
17347	Our Bodies, Our Minds	Film, Video and Multi-Media Resources for Health Education from the National Film Board of Canada		BC17347s-OurBodies.jpg	1984
17369	Oxford Canadian Thesaurus			BC17369-CdnThesaurus.jpg	2003
17371	The Oxford Companion to Canadian History		Hallowell, Gerald (ed.)	BC17371s-CdnHistoryGuide.jpg	2004
17372	The Oxford Companion to Canadian Literature	Second Edition	Benson, Eugene, Toye, William	BC17372-CanadianLiterature.jpg	1983
17373	The Oxford Companion to Ships and the Sea		Dear, I.C.B., Kemp, Peter	BC17373-ShipsSea.jpg	1976
17375	The Oxford Companion to the Mind		Gregory, Richard L.	BC17375-TheMind.jpg	1987
17376	Oxford Companion to the Photograph		Lenman, Robin	BC17376s-Photograph.jpg	2005
17377	Oxford Concise Dictionary of Quotations	Revised Edition	Partington, Angela (ed.)	BC17377-Quotations.jpg	1964
17379	The Oxford Dictionary of Literary Quotations		Kemp, Peter	BC17379s-LiteracyQuotation.jpg	1997
17380	The Penguin Dictionary of Modern Humorous Quotations		Metcalf, Fred	BC17380-HumorousQuot.jpg	1986
17382	Oxford Dictionary of Philosophy		Blackburn, Simon	BC17382-DictPhilosophy.jpg	1994
17384	The Oxford Dictionary of Political Quotations		Jay, Anthony (ed.)	BC17384s-PoliticalQuotation.jpg	1997
17386	Oxford Dictionary of Proverbs		Speake, Jennifer	BC17386-Proverbs.jpg	1982
17387	Oxford Dictionary of Quotations		Knowles, Elizabeth	BC17387s-OxfordQuotations.jpg	1941
17388	Oxford Dictionary of Rhymes			BC17388-DictRhymes.jpg	2006
17391	The Oxford-Duden Pictorial German and English Dictionary			BC17391-PictorialGerman.jpg	1979
17392	The Oxford English Reference Dictionary	Second Edition	Pearsall, Judy, Trumble, Bill	BC17392s-OxfordEnglishRef.jpg	1995
17394	The Oxford Guide to Library Research		Mann, Thomas	BC17394-LibraryResearch.jpg	1998
17395	The Oxford History of Modern War		Townshend, Charles	BC17395s-ModernWar.jpg	1997
17396	The Oxford History of Western Art		Kemp, Martin	BC17396-WesternArt.jpg	2000
17400	The Oxford Reverse Dictionary	The New Way to Find Those Elusive Words  on The Tip of Your Tongue!	Edmonds, David	BC17400-ReverseDictionary.jpg	1999
17404	Paper-contestations and Textual Communities in England 1640 - 1675		Sauer, Elizabeth	BC17404s-PaperContestations.jpg	2005
17407	Parent Effectiveness Training		Gordon, Dr. Thomas	BC17407s-PetParent.jpg	
17408	Paris and London in the 18th Century	Studies in Popular Protest	Rude, George	BC17408s-ParisAndLondon.jpg	1952
17411	Park Ranger Guide to Rivers & Lakes	What to see and learn on America's freshwaters	Miller, Arthur P. Jr., Miller, Marjorie L.	BC17411-RiversLakes.jpg	1991
17412	Parkdale in Pictures	Its Development to 1889	Laycock, Margaret; Myrvold, Barbara	BC17412-Parkdale.jpg	1991
17419	Passages	Predictable Crises of Adult Life	Sheehy, Gail	BC17419s-Passages.jpg	1974
17422	Paste ups and Mechanicals	A Step-by-Step Guide to Preparing Art for Reproduction	Demoneny, Jerry	BC17422-Mechanicals.jpg	1982
17427	Peace in the Middle East?	Reflections on Justice and Nationhood	Chomsky, Noam	BC17427-PeaceMiddleEast.jpg	1969
17436	The Pelican History of Canada		McNaught, Kenneth	BC17436s-PelicanHistoryCanada.jpg	1969
17437	Pen Sketches of Historic Toronto		Duff, J. Clarence	BC17437s-HistoricToronto.jpg	1967
17439	The Penguin Atlas of Modern History (to 1815)		McEvedy, Colin	BC17439-PenguinAtlas.jpg	
17440	The Penguin Atlas of World History - Vol. 1: From the Beginning to the Eve of the French Revolution		Kinder, Hermann	BC17440-AtlasWorldHistv1.jpg	1964
17442	The Penguin Book of Chess Openings		Hartston, W.R.	BC17442s-ChessOpenings.jpg	1981
17444	The Penguin Dictionary of Epigrams		Cohen M.J.	BC17444-Epigrams.jpg	2001
17445	The Penguin Dictionary of Modern Quotations		Cohen, J.M.	BC17445-ModernQuotations.jpg	1971
17446	The Penguin Dictionary of Quotations		Cohen, J.M.	BC17446-Quotations.jpg	1960
17451	Pensions Under Attack	What's behind the push to privatize public pensions	Townson, Monica	BC17451s-PensionsUnderAttack.jpg	2001
17453	People of the Valley		Bullied, George J.	BC17453s-PeopleOfTheValley.jpg	1976
17454	The People's Almanac		Wallechinsky, David	BC17454-PeoplesAlmanac.jpg	1975
17455	The People's Almanac	Second Edition		BC17455-PeoplesAlmanac2.jpg	
17456	The People's Chronology	A Year-by-Year Record of Human Events from Prehistory to the Present	Trager, James	BC17456-PeoplesChronology.jpg	1992
17458	The People's History of Cape Breton			BC17458s-PeoplesHistory.jpg	1971
17459	A People's History of Prince Edward Island		Sharpe, Errol	BC17459s-PrinceEdwardIsland.jpg	1976
17460	The Perfect Crime	and how to commit it	Jekel, Dr.	BC17460-PerfectCrime.jpg	1982
17461	Perly's 1992	Street Guide Metro Toronto		BC17461-Perlys1992.jpg	1992
17463	Permanence and Change	A Rural Ontario Document	Nasby, David	BC17463s-Permanence.jpg	1973
17464	The Permanent Revolution & Results and Prospects		Trotsky, Leon	BC17464s-PermanentRevolution.jpg	1931
17466	Perspective Without Pain	Volume 1, Part 1 - The Basics	Metzger, Phil	BC17466s-Perspective1.jpg	1988
17467	Perspective Without Pain	Volume 2, Part 1 - Curves and Inclines	Metzger, Phil	BC17467s-Perspective2.jpg	1988
17468	Perspectives On Power	Reflections on Human Nature and the Social Order	Chomsky, Noam	BC17468s-Powers&Prospects.jpg	1997
17469	Pest und Schweffel	Ein Krimi aus dem altern England	Marston, Edward	BC17469s-PestundSchwefel.jpg	1990
17476	The Phantom Tollbooth		Juster, Norton	BC17476s-PhantomTollbooth.jpg	1961
17483	Phoenix 1966			BC17483s-Phoenix1966.jpg	1966
17484	Phoenix 1967			BC17484s-Phoenix1967.jpg	1967
17485	Phoenix 1968			BC17485s-Phoenix1968.jpg	1968
17487	Photo Impressionism and the Subjective Image		Patterson, Freeman; Gallant, Andre	BC17487-PhotoImpress.jpg	2001
17492	Photographic Manual of Sexual Intercourse		O'Connor, L.R.	BC17492-Intercourse.jpg	
17493	Photography	A Handbook of History, Materials, and Processes	Swedlund, Charles	BC17493-Photography.jpg	1981
17494	Photography for the Joy of It		Patterson, Freeman	BC17494-PhotoJoy.jpg	1986
17496	Photomontage		Ades, Dawn	BC17496-Photomontage.jpg	1976
17504	Picture Perfect	The Basics of Good Photography	Jeffery, Susanne	BC17504s-PicturePerfect.jpg	1986
17505	Pictures Bring Us Messages	Sinaakssiiksi aohtsimaahpihkookiyaawa. Photographs and Histories from the Kainai Nation	Brown, Alison, K., Peers, Laura, with members of the Kainai Nation	BC17505-PicturesBring.jpg	2006
17511	Piranha to Scurfy		Rendell, Ruth	BC17511s-Piranha.jpg	2000
17513	Plainsongs		Livesay, Dorothy	BC17513s-Plainsongs.jpg	1971
17518	Playboy's Sex in Cinema 3			BC17518-PlayboySex.jpg	
17523	A Pocket Book of Modern Verse	English and American Poetry of the Last Hundred Years from Walt Whitman to Dylan Thomas	Williams, Oscar (ed.)	BC17523s-ModernVerse.jpg	1954
17524	Pocket Criminal Code and Miscellaneous Statutes	As Amended to January 1, 1983		BC17524-CriminalCode.jpg	1983
17525	A Pocket Guide to Chess Endgames		Hooper, David	BC17525s-PocketGuidetoChess.jpg	1970
17528	Poems of Tennyson		Buckley, Jerome H.	BC17528s-PoemsOfTenn.jpg	1958
17530	Poland: 1970-71	Capitalism and Class Struggle	Information Correspondance Ouvrieres (ICO); Perlman, Lorraine (translator)	BC17530s-Poland1970.jpg	
17534	The Political Economy of Growth		Baran, Paul A.	BC17534-PoliticalEconomy.jpg	1968
17535	The Political Economy of Health		Doyal, Lesley	BC17535s-PoliticalEconomyOfHealth.jpg	1979
17536	The Political Economy of Manitoba		Silver, Jim; Hull, Jeremy	BC17536s-EconomyManitoba.jpg	1990
17537	The Political Economy of Slavery	Studies in the Economy and Society of the Slave South	Genovese, Eugene D.	BC17537s-PoliticalEconomySlavery.jpg	1965
17539	Political Parties	A Sociological Study of the Oligarchical Tendencies of Modern Democracy	Michels, Robert	BC17539s-PoliticalParties.jpg	1915
17547	The Politics of Experience and The Bird of Paradise		Laing, R.D.	BC17547s-PoliticsOfExperience.jpg	1973
17548	The Politics of Individualism	Liberalism, Liberal Feminism and Anarchism	Brown, L. Susan	BC17548s-PoliticsOfIndividualism.jpg	1993
17549	The of Lenin		Ginsborg, Paul	BC17549s-PoliticsofLenin.jpg	1974
17552	Politische Schriften 1		Luxemburg, Rosa	BL0595-Rosaluxemburg3W.jpg	
17553	Politische Schriften 2		Luxemburg, Rosa	BL0595-Rosaluxemburg3W.jpg	
17554	Polizei und Zensur	L#ngs- und Querschnitte durch die Geschichte der Buch- und Theaterzensur	Houben, Prof. Dr. H. H.	BC17554-PolizeiZensur.jpg	1926
17556	Pond Life		Reid, George K.	BC17556s-PondLife.jpg	
17580	Das Praktische Haushalftsbuch		Oheim, Gertrud	BC17580s-PraktischeHaus.jpg	1954
17581	Pre-Capitalist Economic Formations		Marx, Karl (with an introduction by Eric J. Hobsbawm)	BC17581s-PreCapitalistEconomic.jpg	1858
17585	The Presentation of Self in Everyday Life		Goffman, Erving	BC17585s-PresentationofSelf.jpg	1959
17586	The President Is A Lot Smarter Than You Think		Trudeau, G. B.	BC17586s-PresidentisaLot.jpg	1971
17588	Primary Sources in Canadian Working Class History 1860-1930		Hann, Russell G.; Kealey, Gregory S.; Kealey, Linda; Warrian, Peter	BC17588s-PrimarySources.jpg	1973
17590	Primitive Rebels	Studies in Archaic Forms of Social Movement in the 19th and 20th Centuries	Hobsbawm, E. J.	BC17590s-PrimitiveRebels.jpg	1959
17591	The Prince		Machiavelli, Niccolo	BC17591s-MachiavelliPrince.jpg	1513
17595	Principles of Party Organization	Thesis on Organization and Structure of the Communist Parties, adopted at 3rd Congress of the Communist International in 1921		BC17595s-PrinciplesParty.jpg	1921
17599	Printing It	A Guide to Graphic Techniques for the Impecunious	Burke, Clifford	BC17599-PrintingIt.jpg	1972
17600	Prints for Books	Book Illustration in France 1760-1800	Griffiths, Antony	BC17600s-PanizziLectures.jpg	2004
17602	The Private Investigator		Blackwell, Gene	BC17602-PrivateInvestig.jpg	1979
17603	Prized Possessions		Wright, L.R.	BC17603s-PrizedPossessions.jpg	
17606	Proceedings of the Third North American Bioregional Congress		Zuckerman, Seth	BC17606s-BiogregionalCongress.jpg	1988
17608	Production for the Graphic Designer		Craig, James	BC17608-Production.jpg	1974
17610	The Professor and the Madman	A Tale of Murder, Insanity and the Making of the Oxford English Dictionary	Winchester, Simon	BC17610s-ProfessorMadman.jpg	1998
17611	Profiles of The Future		Clarke, Arthur C.	BC17611s-ProfilesOfTheFuture.jpg	1963
17614	The Progressive Party in Canada		Morton, W. L.	BC17614s-ProgressiveParty.jpg	1950
17617	Prolegomena to Any Future Metaphysics		Kant, Immanuel	BC17617s-Prolegomena.jpg	1783
17618	The Proletarian Revolution and the Renegade Kautsky		Lenin, V.I.	BC17618s-RenegadeKautsky.jpg	1918
17619	Prometheus Bound and Other Plays		Aeschylus	BC17619s-AeschylusPlays.jpg	1961
17620	The Promised Land	Settling the West 1896-1914	Berton, Pierre	BC17620s-PromisedLand.jpg	1984
17626	The Prophet		Gibran, Kahlil	BC17626s-GibranProphet.jpg	1923
17627	The Prophet Armed	Trotsky: 1879-1921, Volume 1	Deutscher, Isaac	BC17627s-ProphetArmed.jpg	1954
17628	The Prophet Outcast	Trotsky: 1929-1940, Volume 3	Deutscher, Isaac	BC17628s-ProphetOutcast.jpg	1963
17629	The Prophet Unarmed	Trotsky: 1921-1929, Volume 2	Deuscher, Isaac	BC17629s-ProphetUnarmed.jpg	1965
17631	Proposition 31		Rimmer, Robert H.	BC17631-Proposition31.jpg	1969
17633	Protest and Survive		Thompson, E.P.; Smith, Dan	BC17633s-ProtestAndSurvive.jpg	1980
17637	Provincial Highways Distance Table			BC17637-DistanceTables.jpg	1989
17639	The Psychic Grid	How We Create the World We Know	Bruteau, Beatrice	BC17639s-PsychicGrid.jpg	1979
17641	Psychotherapy East & West		Watts, Alan W.	BC17641s-PsychotherapyEast.jpg	1961
17642	Public Works	A Handbook for Self-Reliant Living	Szykitka, Walter	BC17642-PublicWorks.jpg	1974
17643	Publication Design	A Guide to Page Layout, Typography, Format and Style	Hurlbert, Allen	BC17643-PublicationDesign.jpg	1971
17644	Publishing Forms	A Collection Of Applications And Information For The Beginning Publisher	Poynter, Dan	BC17644-PublishingForms.jpg	
17645	Publishing Short Run books	How to paste up and reproduce books instantly using your quick print shop	Poynter, Daniel	BC17645-ShortRunBooks.jpg	1980
17646	Pulling Your Own Strings		Dyer, Dr. Wayne W.	BC17646s-PullingStrings.jpg	
17647	Punching Out		Glaberman, Martin	BC17647s-PunchingOut.jpg	1952
17649	Puritanism and Revolution	Studies in Interpretation of the English Revolution of the 17th century	Hill, Christopher	BC17649s-PuritanismRevolution.jpg	1958
17650	The Pursuit of the Millenium	Revolutionary messianism in medieval & reformation Europe & its bearings on modern totalitarium movements	Cohn, Norman	BC17650s-PursuitofMillennium.jpg	1957
17651	Putting Power in its Place	Create Community Control!	Plant, Judith; Plant, Christopher	BC17651-PutPowerInPlace.jpg	1992
17652	"Que faire": Klassenk#mpfe in Frankreich seit dem Mai 1968	Internationale Marxistische Diskussion 24		BC17652s-Klassenkampfe.jpg	1972
17655	The Queen's Bush	A Tale of the Early Days of Bruce County	Brown, W. M.	BC17655-QueensBush.jpg	1932
17669	Radiation Alert	A Consumer's Guide to Radiation	Poch, David I.	BC17669s-RadiationAlert.jpg	1985
17670	Radical America		Brodhead, Frank et al	BC17670s-LeninHegel.jpg	
17681	Radical Perspectives in the Arts		Baxandall, Lee (ed.)	BC17681-RadicalArts.jpg	1972
17684	Radicalism in America		Lens, Sidney	BC17684-RadicalismAmerica.jpg	1969
17687	Raids and Reconstructions	Essays on Politics, Crime, and Culture	Enzensberger, Hans Magnus	BC17687-RaidsReconstruct.jpg	1976
17703	Die R#uber		Schiller, Friedrich	BC17703s-SchillerRauber.jpg	1781
17706	Reading Pictures	A History of Love and Hate	Manguel, Alberto	BC17706-ReadingPictures.jpg	2000
17708	Reading the Woods	Seeing More in Nature's Familiar Faces	Brown, Vinson	BC17708s-ReadingWoods.jpg	1969
17713	Reason and Violence	Decade of Sarte's Philosophy 1950 - 1960	Laing, D.R.; Cooper, D.G.	BC17713s-ReasonViolence.jpg	1964
17720	Red Star Over China		Snow, Edgar	BC17720s-RedStarChina.jpg	1938
17722	Reflections on the Revolution in France and the Rights of Man		Burke, Edmund; Paine, Thomas	BC17722s-BurkePaineRevolution.jpg	1961
17723	Regeneration	Toronto's Waterfront and the Sustainable City	Crombie, David et all	BC17723-Regeneration.jpg	
17725	Regent Park	The Public Experiment in Housing	Zapparoli, David	BC17725s-RegentPark.jpg	1999
17729	Regis Debray and the Latin American Revolution	A Collection of Essays	Huberman, Leo; Sweezy, Paul M.	BC17729s-RegisDebray.jpg	1968
17732	Reichstag Fire: Ashes of Democracy	Ballantine's Illustrated History of the Violent Century	Pritchard, John	BC17732s-ReichstagFire.jpg	1972
17733	Rein und Raus		Petersen, C.O.	BC17733s-ReinundRaus.jpg	
17734	Reise durch Italien		Bourbon, Fabio; Aghina, Paola	BC17734s-Italien.jpg	1992
17735	Relationship Marketing	New Strategies, Techniques and Technologies To Win Customers You Want and Keep Them Forever	Gordon, Ian	BC17735-RelnMarketing.jpg	1998
17740	Rembrandt Radierungen		Rembrandt	BC17740s-Radierungen.jpg	
17745	Ren# Magritte: Life and Work		Schneede, Uwe M.	BC17745s-ReneMagritte.jpg	1982
17746	Renegade in Power	The Diefenbaker Years	Newman, Peter C.	BC17746s-RenegadeInPower.jpg	1963
17749	Report From a Chinese Village		Myrdal, Jan	BC17749s-ReportChineseVillage.jpg	1963
17759	Reptiles and Amphibians	A Guide to Familiar American Species	Zim, Herbert S.; Smith, Hobart M.	BC17759s-GoldenReptiles.jpg	1953
17763	Researcher's Guide to the World Wide Web			BC17763s-ResearchersWWW.jpg	1998
17764	Reshevsky's Best Games of Chess		Reshevsky, Samuel	BC17764s-Reschevsky.jpg	1948
17765	Resistance in Europe: 1939 - 45		Hawes, Stephen; White, Ralph; (eds)	BC17765s-ResistanceEurope.jpg	1975
17769	Resources for Radicals - Fourth Edition	An annotated bibliography for those active in movements for social change	Burch, Brian	BC17769-ResourcesRadicals.jpg	1998
17771	Responding to the Cry of the Poor	Nicaragua and The U.S.A.	Shaull, Richard; Johns, Nancy	BC17771s-RespondingToCry.jpg	1984
17775	Return To The Chateau		Reage, Pauline	BC17775s-ReturntoChateau.jpg	1969
